Date,Open,High,Low,Close,Volume,Adj Close
2020-12-09,124.52999877929688,125.94999694824219,121.0,121.77999877929688,115089200,118.66194915771484
2020-12-10,120.5,123.87000274658203,120.1500015258789,123.23999786376953,81312200,120.08455657958984
2020-12-11,122.43000030517578,122.76000213623047,120.55000305175781,122.41000366210938,86939800,119.27581024169922
2020-12-14,122.5999984741211,123.3499984741211,121.54000091552734,121.77999877929688,79184500,118.66194915771484
2020-12-15,124.33999633789062,127.9000015258789,124.12999725341797,127.87999725341797,157243700,124.60575866699219
2020-12-16,127.41000366210938,128.3699951171875,126.55999755859375,127.80999755859375,98208600,124.53753662109375
2020-12-17,128.89999389648438,129.5800018310547,128.0399932861328,128.6999969482422,94359800,125.40476989746094
2020-12-18,128.9600067138672,129.10000610351562,126.12000274658203,126.66000366210938,192541500,123.41699981689453
2020-12-21,125.0199966430664,128.30999755859375,123.44999694824219,128.22999572753906,121251600,124.94679260253906
2020-12-22,131.61000061035156,134.41000366210938,129.64999389648438,131.8800048828125,168904800,128.5033721923828
2020-12-23,132.16000366210938,132.42999267578125,130.77999877929688,130.9600067138672,88223700,127.60689544677734
2020-12-24,131.32000732421875,133.4600067138672,131.10000610351562,131.97000122070312,54930100,128.5910186767578
2020-12-28,133.99000549316406,137.33999633789062,133.50999450683594,136.69000244140625,124486200,133.19020080566406
2020-12-29,138.0500030517578,138.7899932861328,134.33999633789062,134.8699951171875,121047300,131.41676330566406
2020-12-30,135.5800018310547,135.99000549316406,133.39999389648438,133.72000122070312,96452100,130.2962188720703
2020-12-31,134.0800018310547,134.74000549316406,131.72000122070312,132.69000244140625,99116600,129.29258728027344
2021-01-04,133.52000427246094,133.61000061035156,126.76000213623047,129.41000366210938,143301900,126.09658813476562
2021-01-05,128.88999938964844,131.74000549316406,128.42999267578125,131.00999450683594,97664900,127.6556167602539
2021-01-06,127.72000122070312,131.0500030517578,126.37999725341797,126.5999984741211,155088000,123.35850524902344
2021-01-07,128.36000061035156,131.6300048828125,127.86000061035156,130.9199981689453,109578200,127.56792449951172
2021-01-08,132.42999267578125,132.6300048828125,130.22999572753906,132.0500030517578,105158200,128.66903686523438
2021-01-11,129.19000244140625,130.1699981689453,128.5,128.97999572753906,100384500,125.67759704589844
2021-01-12,128.5,129.69000244140625,126.86000061035156,128.8000030517578,91951100,125.502197265625
2021-01-13,128.75999450683594,131.4499969482422,128.49000549316406,130.88999938964844,88636800,127.53870391845703
2021-01-14,130.8000030517578,131.0,128.75999450683594,128.91000366210938,90221800,125.60935974121094
2021-01-15,128.77999877929688,130.22000122070312,127.0,127.13999938964844,111598500,123.88471221923828
2021-01-19,127.77999877929688,128.7100067138672,126.94000244140625,127.83000183105469,90757300,124.5570297241211
2021-01-20,128.66000366210938,132.49000549316406,128.5500030517578,132.02999877929688,104319500,128.6494903564453
2021-01-21,133.8000030517578,139.6699981689453,133.58999633789062,136.8699951171875,120150900,133.36557006835938
2021-01-22,136.27999877929688,139.85000610351562,135.02000427246094,139.07000732421875,114459400,135.50921630859375
2021-01-25,143.07000732421875,145.08999633789062,136.5399932861328,142.9199981689453,157611700,139.26068115234375
2021-01-26,143.60000610351562,144.3000030517578,141.3699951171875,143.16000366210938,98390600,139.4945526123047
2021-01-27,143.42999267578125,144.3000030517578,140.41000366210938,142.05999755859375,140843800,138.4227294921875
2021-01-28,139.52000427246094,141.99000549316406,136.6999969482422,137.08999633789062,142621100,133.5799560546875
2021-01-29,135.8300018310547,136.74000549316406,130.2100067138672,131.9600067138672,177523800,128.58128356933594
2021-02-01,133.75,135.3800048828125,130.92999267578125,134.13999938964844,106239800,130.70545959472656
2021-02-02,135.72999572753906,136.30999755859375,134.61000061035156,134.99000549316406,83305400,131.53372192382812
2021-02-03,135.75999450683594,135.77000427246094,133.61000061035156,133.94000244140625,89880900,130.51055908203125
2021-02-04,136.3000030517578,137.39999389648438,134.58999633789062,137.38999938964844,84183100,133.87225341796875
2021-02-05,137.35000610351562,137.4199981689453,135.86000061035156,136.75999450683594,75693800,133.45753479003906
2021-02-08,136.02999877929688,136.9600067138672,134.9199981689453,136.91000366210938,71297200,133.6039276123047
2021-02-09,136.6199951171875,137.8800048828125,135.85000610351562,136.00999450683594,76774200,132.7256317138672
2021-02-10,136.47999572753906,136.99000549316406,134.39999389648438,135.38999938964844,73046600,132.12059020996094
2021-02-11,135.89999389648438,136.38999938964844,133.77000427246094,135.1300048828125,64280000,131.86691284179688
2021-02-12,134.35000610351562,135.52999877929688,133.69000244140625,135.3699951171875,60145100,132.10104370117188
2021-02-16,135.49000549316406,136.00999450683594,132.7899932861328,133.19000244140625,80576300,129.97378540039062
2021-02-17,131.25,132.22000122070312,129.47000122070312,130.83999633789062,97918500,127.68047332763672
2021-02-18,129.1999969482422,130.0,127.41000366210938,129.7100067138672,96856700,126.5777359008789
2021-02-19,130.24000549316406,130.7100067138672,128.8000030517578,129.8699951171875,87668800,126.73390197753906
2021-02-22,128.00999450683594,129.72000122070312,125.5999984741211,126.0,103916400,122.95734405517578
2021-02-23,123.76000213623047,126.70999908447266,118.38999938964844,125.86000061035156,158273000,122.82072448730469
2021-02-24,124.94000244140625,125.55999755859375,122.2300033569336,125.3499984741211,111039900,122.32305145263672
2021-02-25,124.68000030517578,126.45999908447266,120.54000091552734,120.98999786376953,148199500,118.06834411621094
2021-02-26,122.58999633789062,124.8499984741211,121.19999694824219,121.26000213623047,164560400,118.33182525634766
2021-03-01,123.75,127.93000030517578,122.79000091552734,127.79000091552734,116307900,124.70413970947266
2021-03-02,128.41000366210938,128.72000122070312,125.01000213623047,125.12000274658203,102260900,122.09861755371094
2021-03-03,124.80999755859375,125.70999908447266,121.83999633789062,122.05999755859375,112966300,119.11251831054688
2021-03-04,121.75,123.5999984741211,118.62000274658203,120.12999725341797,178155000,117.2291030883789
2021-03-05,120.9800033569336,121.94000244140625,117.56999969482422,121.41999816894531,153766600,118.48794555664062
2021-03-08,120.93000030517578,121.0,116.20999908447266,116.36000061035156,154376600,113.5501480102539
2021-03-09,119.02999877929688,122.05999755859375,118.79000091552734,121.08999633789062,129525800,118.16593170166016
2021-03-10,121.69000244140625,122.16999816894531,119.44999694824219,119.9800033569336,111943300,117.08273315429688
2021-03-11,122.54000091552734,123.20999908447266,121.26000213623047,121.95999908447266,103026500,119.0149154663086
2021-03-12,120.4000015258789,121.16999816894531,119.16000366210938,121.02999877929688,88105100,118.10734558105469
2021-03-15,121.41000366210938,124.0,120.41999816894531,123.98999786376953,92403800,120.99588775634766
2021-03-16,125.69999694824219,127.22000122070312,124.72000122070312,125.56999969482422,115227900,122.53775024414062
2021-03-17,124.05000305175781,125.86000061035156,122.33999633789062,124.76000213623047,111932600,121.74729919433594
2021-03-18,122.87999725341797,123.18000030517578,120.31999969482422,120.52999877929688,121229700,117.61945343017578
2021-03-19,119.9000015258789,121.43000030517578,119.68000030517578,119.98999786376953,185549500,117.09248352050781
2021-03-22,120.33000183105469,123.87000274658203,120.26000213623047,123.38999938964844,111912300,120.41039276123047
2021-03-23,123.33000183105469,124.23999786376953,122.13999938964844,122.54000091552734,95467100,119.5809097290039
2021-03-24,122.81999969482422,122.9000015258789,120.06999969482422,120.08999633789062,88530500,117.1900634765625
2021-03-25,119.54000091552734,121.66000366210938,119.0,120.58999633789062,98844700,117.677978515625
2021-03-26,120.3499984741211,121.4800033569336,118.91999816894531,121.20999908447266,94071200,118.28303527832031
2021-03-29,121.6500015258789,122.58000183105469,120.7300033569336,121.38999938964844,80819200,118.45867156982422
2021-03-30,120.11000061035156,120.4000015258789,118.86000061035156,119.9000015258789,85671900,117.00464630126953
2021-03-31,121.6500015258789,123.5199966430664,121.1500015258789,122.1500015258789,118323800,119.20032501220703
2021-04-01,123.66000366210938,124.18000030517578,122.48999786376953,123.0,75089100,120.02978515625
2021-04-05,123.87000274658203,126.16000366210938,123.06999969482422,125.9000015258789,88651200,122.85977172851562
2021-04-06,126.5,127.12999725341797,125.6500015258789,126.20999908447266,80171300,123.16229248046875
2021-04-07,125.83000183105469,127.91999816894531,125.13999938964844,127.9000015258789,83466700,124.81146240234375
2021-04-08,128.9499969482422,130.38999938964844,128.52000427246094,130.36000061035156,88844600,127.21208190917969
2021-04-09,129.8000030517578,133.0399932861328,129.47000122070312,133.0,106686700,129.788330078125
2021-04-12,132.52000427246094,132.85000610351562,130.6300048828125,131.24000549316406,91420000,128.07083129882812
2021-04-13,132.44000244140625,134.66000366210938,131.92999267578125,134.42999267578125,91266500,131.18377685546875
2021-04-14,134.94000244140625,135.0,131.66000366210938,132.02999877929688,87222800,128.84173583984375
2021-04-15,133.82000732421875,135.0,133.63999938964844,134.5,89347100,131.25205993652344
2021-04-16,134.3000030517578,134.6699981689453,133.27999877929688,134.16000366210938,84922400,130.9203338623047
2021-04-19,133.50999450683594,135.47000122070312,133.33999633789062,134.83999633789062,94264200,131.5838623046875
2021-04-20,135.02000427246094,135.52999877929688,131.80999755859375,133.11000061035156,94812300,129.8956298828125
2021-04-21,132.36000061035156,133.75,131.3000030517578,133.5,68847100,130.2762451171875
2021-04-22,133.0399932861328,134.14999389648438,131.41000366210938,131.94000244140625,84566500,128.75393676757812
2021-04-23,132.16000366210938,135.1199951171875,132.16000366210938,134.32000732421875,78657500,131.076416015625
2021-04-26,134.8300018310547,135.05999755859375,133.55999755859375,134.72000122070312,66905100,131.46678161621094
2021-04-27,135.00999450683594,135.41000366210938,134.11000061035156,134.38999938964844,66015800,131.14474487304688
2021-04-28,134.30999755859375,135.02000427246094,133.0800018310547,133.5800018310547,107760100,130.35430908203125
2021-04-29,136.47000122070312,137.07000732421875,132.4499969482422,133.47999572753906,151101000,130.2567138671875
2021-04-30,131.77999877929688,133.55999755859375,131.07000732421875,131.4600067138672,109839500,128.2855224609375
2021-05-03,132.0399932861328,134.07000732421875,131.8300018310547,132.5399932861328,75135100,129.33941650390625
2021-05-04,131.19000244140625,131.49000549316406,126.69999694824219,127.8499984741211,137564700,124.76268005371094
2021-05-05,129.1999969482422,130.4499969482422,127.97000122070312,128.10000610351562,84000900,125.00665283203125
2021-05-06,127.88999938964844,129.75,127.12999725341797,129.74000549316406,78128300,126.60704040527344
2021-05-07,130.85000610351562,131.25999450683594,129.47999572753906,130.2100067138672,78973300,127.2815170288086
2021-05-10,129.41000366210938,129.5399932861328,126.80999755859375,126.8499984741211,88071200,123.9970932006836
2021-05-11,123.5,126.2699966430664,122.7699966430664,125.91000366210938,126142800,123.07823181152344
2021-05-12,123.4000015258789,124.63999938964844,122.25,122.7699966430664,112172300,120.00885772705078
2021-05-13,124.58000183105469,126.1500015258789,124.26000213623047,124.97000122070312,105861300,122.15937042236328
2021-05-14,126.25,127.88999938964844,125.8499984741211,127.44999694824219,81918000,124.58358001708984
2021-05-17,126.81999969482422,126.93000030517578,125.16999816894531,126.2699966430664,74244600,123.43013000488281
2021-05-18,126.55999755859375,126.98999786376953,124.77999877929688,124.8499984741211,63342900,122.04207611083984
2021-05-19,123.16000366210938,124.91999816894531,122.86000061035156,124.69000244140625,92612000,121.88566589355469
2021-05-20,125.2300033569336,127.72000122070312,125.0999984741211,127.30999755859375,76857100,124.44673919677734
2021-05-21,127.81999969482422,128.0,125.20999908447266,125.43000030517578,79295400,122.60903930664062
2021-05-24,126.01000213623047,127.94000244140625,125.94000244140625,127.0999984741211,63092900,124.24147033691406
2021-05-25,127.81999969482422,128.32000732421875,126.31999969482422,126.9000015258789,72009500,124.04596710205078
2021-05-26,126.95999908447266,127.38999938964844,126.41999816894531,126.8499984741211,56575900,123.9970932006836
2021-05-27,126.44000244140625,127.63999938964844,125.08000183105469,125.27999877929688,94625600,122.46240997314453
2021-05-28,125.56999969482422,125.80000305175781,124.55000305175781,124.61000061035156,71311100,121.8074722290039
2021-06-01,125.08000183105469,125.3499984741211,123.94000244140625,124.27999877929688,67637100,121.48489379882812
2021-06-02,124.27999877929688,125.23999786376953,124.05000305175781,125.05999755859375,59278900,122.24735260009766
2021-06-03,124.68000030517578,124.8499984741211,123.12999725341797,123.54000091552734,76229200,120.76153564453125
2021-06-04,124.06999969482422,126.16000366210938,123.8499984741211,125.88999938964844,75169300,123.05867767333984
2021-06-07,126.16999816894531,126.31999969482422,124.83000183105469,125.9000015258789,71057600,123.0684585571289
2021-06-08,126.5999984741211,128.4600067138672,126.20999908447266,126.73999786376953,74403800,123.8895492553711
2021-06-09,127.20999908447266,127.75,126.5199966430664,127.12999725341797,56877900,124.27079772949219
2021-06-10,127.0199966430664,128.19000244140625,125.94000244140625,126.11000061035156,71186400,123.27374267578125
2021-06-11,126.52999877929688,127.44000244140625,126.0999984741211,127.3499984741211,53522400,124.48585510253906
2021-06-14,127.81999969482422,130.5399932861328,127.06999969482422,130.47999572753906,96906500,127.54544830322266
2021-06-15,129.94000244140625,130.60000610351562,129.38999938964844,129.63999938964844,62746300,126.72434997558594
2021-06-16,130.3699951171875,130.88999938964844,128.4600067138672,130.14999389648438,91815000,127.2228775024414
2021-06-17,129.8000030517578,132.5500030517578,129.64999389648438,131.7899932861328,96721700,128.82595825195312
2021-06-18,130.7100067138672,131.50999450683594,130.24000549316406,130.4600067138672,108953300,127.5259017944336
2021-06-21,130.3000030517578,132.41000366210938,129.2100067138672,132.3000030517578,79663300,129.32455444335938
2021-06-22,132.1300048828125,134.0800018310547,131.6199951171875,133.97999572753906,74783600,130.96673583984375
2021-06-23,133.77000427246094,134.32000732421875,133.22999572753906,133.6999969482422,60214200,130.6930389404297
2021-06-24,134.4499969482422,134.63999938964844,132.92999267578125,133.41000366210938,68711000,130.40956115722656
2021-06-25,133.4600067138672,133.88999938964844,132.80999755859375,133.11000061035156,70783700,130.11627197265625
2021-06-28,133.41000366210938,135.25,133.35000610351562,134.77999877929688,62111300,131.74874877929688
2021-06-29,134.8000030517578,136.49000549316406,134.35000610351562,136.3300018310547,64556100,133.26390075683594
2021-06-30,136.1699981689453,137.41000366210938,135.8699951171875,136.9600067138672,63261400,133.87973022460938
2021-07-01,136.60000610351562,137.3300018310547,135.75999450683594,137.27000427246094,52485800,134.18275451660156
2021-07-02,137.89999389648438,140.0,137.75,139.9600067138672,78852600,136.81224060058594
2021-07-06,140.07000732421875,143.14999389648438,140.07000732421875,142.02000427246094,108181800,138.82591247558594
2021-07-07,143.5399932861328,144.88999938964844,142.66000366210938,144.57000732421875,104911600,141.31857299804688
2021-07-08,141.5800018310547,144.05999755859375,140.6699981689453,143.24000549316406,105575500,140.0184783935547
2021-07-09,142.75,145.64999389648438,142.64999389648438,145.11000061035156,99890800,141.84640502929688
2021-07-12,146.2100067138672,146.32000732421875,144.0,144.5,76299700,141.25013732910156
2021-07-13,144.02999877929688,147.4600067138672,143.6300048828125,145.63999938964844,100827100,142.364501953125
2021-07-14,148.10000610351562,149.57000732421875,147.67999267578125,149.14999389648438,127050800,145.7955322265625
2021-07-15,149.24000549316406,150.0,147.08999633789062,148.47999572753906,106820300,145.14060974121094
2021-07-16,148.4600067138672,149.75999450683594,145.8800048828125,146.38999938964844,93251400,143.09762573242188
2021-07-19,143.75,144.07000732421875,141.6699981689453,142.4499969482422,121434600,139.24623107910156
2021-07-20,143.4600067138672,147.10000610351562,142.9600067138672,146.14999389648438,96350000,142.86302185058594
2021-07-21,145.52999877929688,146.1300048828125,144.6300048828125,145.39999389648438,74993500,142.12989807128906
2021-07-22,145.94000244140625,148.1999969482422,145.80999755859375,146.8000030517578,77338200,143.49839782714844
2021-07-23,147.5500030517578,148.72000122070312,146.9199981689453,148.55999755859375,71447400,145.21881103515625
2021-07-26,148.27000427246094,149.8300018310547,147.6999969482422,148.99000549316406,72434100,145.63914489746094
2021-07-27,149.1199951171875,149.2100067138672,145.5500030517578,146.77000427246094,104818600,143.4690704345703
2021-07-28,144.80999755859375,146.97000122070312,142.5399932861328,144.97999572753906,118931200,141.71934509277344
2021-07-29,144.69000244140625,146.5500030517578,144.5800018310547,145.63999938964844,56699500,142.364501953125
2021-07-30,144.3800048828125,146.3300018310547,144.11000061035156,145.86000061035156,70440600,142.57955932617188
2021-08-02,146.36000061035156,146.9499969482422,145.25,145.52000427246094,62880000,142.24722290039062
2021-08-03,145.80999755859375,148.0399932861328,145.17999267578125,147.36000061035156,64786600,144.04580688476562
2021-08-04,147.27000427246094,147.7899932861328,146.27999877929688,146.9499969482422,56368300,143.6450653076172
2021-08-05,146.97999572753906,147.83999633789062,146.1699981689453,147.05999755859375,46397700,143.7525634765625
2021-08-06,146.35000610351562,147.11000061035156,145.6300048828125,146.13999938964844,54126800,143.06729125976562
2021-08-09,146.1999969482422,146.6999969482422,145.52000427246094,146.08999633789062,48908700,143.018310546875
2021-08-10,146.44000244140625,147.7100067138672,145.3000030517578,145.60000610351562,69023100,142.53866577148438
2021-08-11,146.0500030517578,146.72000122070312,145.52999877929688,145.86000061035156,48493500,142.79319763183594
2021-08-12,146.19000244140625,149.0500030517578,145.83999633789062,148.88999938964844,72282600,145.7594757080078
2021-08-13,148.97000122070312,149.44000244140625,148.27000427246094,149.10000610351562,59375000,145.9650115966797
2021-08-16,148.5399932861328,151.19000244140625,146.47000122070312,151.1199951171875,103296000,147.94256591796875
2021-08-17,150.22999572753906,151.67999267578125,149.08999633789062,150.19000244140625,92229700,147.03213500976562
2021-08-18,149.8000030517578,150.72000122070312,146.14999389648438,146.36000061035156,86326000,143.28268432617188
2021-08-19,145.02999877929688,148.0,144.5,146.6999969482422,86960300,143.61550903320312
2021-08-20,147.44000244140625,148.5,146.77999877929688,148.19000244140625,60549600,145.07420349121094
2021-08-23,148.30999755859375,150.19000244140625,147.88999938964844,149.7100067138672,60131800,146.56224060058594
2021-08-24,149.4499969482422,150.86000061035156,149.14999389648438,149.6199951171875,48606400,146.4740753173828
2021-08-25,149.80999755859375,150.32000732421875,147.8000030517578,148.36000061035156,58991300,145.24058532714844
2021-08-26,148.35000610351562,149.1199951171875,147.50999450683594,147.5399932861328,48597200,144.43783569335938
2021-08-27,147.47999572753906,148.75,146.8300018310547,148.60000610351562,55802400,145.47557067871094
2021-08-30,149.0,153.49000549316406,148.61000061035156,153.1199951171875,90956700,149.9004669189453
2021-08-31,152.66000366210938,152.8000030517578,151.2899932861328,151.8300018310547,86453100,148.6376495361328
2021-09-01,152.8300018310547,154.97999572753906,152.33999633789062,152.50999450683594,80313700,149.30331420898438
2021-09-02,153.8699951171875,154.72000122070312,152.39999389648438,153.64999389648438,71115500,150.41934204101562
2021-09-03,153.75999450683594,154.6300048828125,153.08999633789062,154.3000030517578,57808700,151.0557098388672
2021-09-07,154.97000122070312,157.25999450683594,154.38999938964844,156.69000244140625,82278300,153.39544677734375
2021-09-08,156.97999572753906,157.0399932861328,153.97999572753906,155.11000061035156,74420200,151.8487091064453
2021-09-09,155.49000549316406,156.11000061035156,153.9499969482422,154.07000732421875,57305700,150.83055114746094
2021-09-10,155.0,155.47999572753906,148.6999969482422,148.97000122070312,140893200,145.8377685546875
2021-09-13,150.6300048828125,151.4199981689453,148.75,149.5500030517578,102404300,146.4055633544922
2021-09-14,150.35000610351562,151.07000732421875,146.91000366210938,148.1199951171875,109296300,145.00564575195312
2021-09-15,148.55999755859375,149.44000244140625,146.3699951171875,149.02999877929688,83281300,145.89649963378906
2021-09-16,148.44000244140625,148.97000122070312,147.22000122070312,148.7899932861328,68034100,145.66156005859375
2021-09-17,148.82000732421875,148.82000732421875,145.75999450683594,146.05999755859375,129868800,142.989013671875
2021-09-20,143.8000030517578,144.83999633789062,141.27000427246094,142.94000244140625,123478900,139.9345703125
2021-09-21,143.92999267578125,144.60000610351562,142.77999877929688,143.42999267578125,75834000,140.4142608642578
2021-09-22,144.4499969482422,146.42999267578125,143.6999969482422,145.85000610351562,76404300,142.7833709716797
2021-09-23,146.64999389648438,147.0800018310547,145.63999938964844,146.8300018310547,64838200,143.74281311035156
2021-09-24,145.66000366210938,147.47000122070312,145.55999755859375,146.9199981689453,53477900,143.8308563232422
2021-09-27,145.47000122070312,145.9600067138672,143.82000732421875,145.3699951171875,74150700,142.31346130371094
2021-09-28,143.25,144.75,141.69000244140625,141.91000366210938,108972300,138.92623901367188
2021-09-29,142.47000122070312,144.4499969482422,142.02999877929688,142.8300018310547,74602000,139.82688903808594
2021-09-30,143.66000366210938,144.3800048828125,141.27999877929688,141.5,89056700,138.52487182617188
2021-10-01,141.89999389648438,142.9199981689453,139.11000061035156,142.64999389648438,94639600,139.65066528320312
2021-10-04,141.75999450683594,142.2100067138672,138.27000427246094,139.13999938964844,98322000,136.2144775390625
2021-10-05,139.49000549316406,142.24000549316406,139.36000061035156,141.11000061035156,80861100,138.14306640625
2021-10-06,139.47000122070312,142.14999389648438,138.3699951171875,142.0,83221100,139.0143280029297
2021-10-07,143.05999755859375,144.22000122070312,142.72000122070312,143.2899932861328,61732700,140.2772216796875
2021-10-08,144.02999877929688,144.17999267578125,142.55999755859375,142.89999389648438,58773200,139.89540100097656
2021-10-11,142.27000427246094,144.80999755859375,141.80999755859375,142.80999755859375,64452200,139.8072967529297
2021-10-12,143.22999572753906,143.25,141.0399932861328,141.50999450683594,73035900,138.53466796875
2021-10-13,141.24000549316406,141.39999389648438,139.1999969482422,140.91000366210938,78762700,137.947265625
2021-10-14,142.11000061035156,143.8800048828125,141.50999450683594,143.75999450683594,69907100,140.73733520507812
2021-10-15,143.77000427246094,144.89999389648438,143.50999450683594,144.83999633789062,67940300,141.79458618164062
2021-10-18,143.4499969482422,146.83999633789062,143.16000366210938,146.5500030517578,85589200,143.4686737060547
2021-10-19,147.00999450683594,149.1699981689453,146.5500030517578,148.75999450683594,76378900,145.63218688964844
2021-10-20,148.6999969482422,149.75,148.1199951171875,149.25999450683594,58418800,146.1216583251953
2021-10-21,148.80999755859375,149.63999938964844,147.8699951171875,149.47999572753906,61421000,146.33705139160156
2021-10-22,149.69000244140625,150.17999267578125,148.63999938964844,148.69000244140625,58883400,145.56362915039062
2021-10-25,148.67999267578125,149.3699951171875,147.6199951171875,148.63999938964844,50720600,145.51470947265625
2021-10-26,149.3300018310547,150.83999633789062,149.00999450683594,149.32000732421875,60893400,146.180419921875
2021-10-27,149.36000061035156,149.72999572753906,148.49000549316406,148.85000610351562,56094900,145.72027587890625
2021-10-28,149.82000732421875,153.1699981689453,149.72000122070312,152.57000732421875,100077900,149.36209106445312
2021-10-29,147.22000122070312,149.94000244140625,146.41000366210938,149.8000030517578,124953200,146.6503143310547
2021-11-01,148.99000549316406,149.6999969482422,147.8000030517578,148.9600067138672,74588300,145.82797241210938
2021-11-02,148.66000366210938,151.57000732421875,148.64999389648438,150.02000427246094,69122000,146.86570739746094
2021-11-03,150.38999938964844,151.97000122070312,149.82000732421875,151.49000549316406,54511500,148.30479431152344
